# gapseq version: 2.1.0 53f3b612
# Transporter sequence DB md5sum: b99a77e (2026-06-08)
# genome_format=prot
id	tc	sub	sub_gapseq	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P0A2U6|3.A.1.15.3	3.A.1.15.3	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A2U6|3.A.1.15.3	25	7.77e-11	57.4	87	BJKHBEAE_01998 Intermembrane phospholipid transport system ATP-binding protein MlaF	8	213	transporter
gnl|TC-DB|P0A2U6|3.A.1.15.3	3.A.1.15.3	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A2U6|3.A.1.15.3	26.364	1.36e-10	57.4	91	BJKHBEAE_02515 multidrug efflux ABC transporter permease/ATP-binding subunit SmdB	341	551	transporter
gnl|TC-DB|P0A2U6|3.A.1.15.3	3.A.1.15.3	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A2U6|3.A.1.15.3	23.153	1.21e-10	56.6	82	BJKHBEAE_03885 Nickel import ATP-binding protein NikD	16	209	transporter
gnl|TC-DB|P0A2U6|3.A.1.15.3	3.A.1.15.3	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A2U6|3.A.1.15.3	23.83	1.58e-10	56.2	94	BJKHBEAE_00539 Arginine transport ATP-binding protein ArtP	3	229	transporter
gnl|TC-DB|P0A2U6|3.A.1.15.3	3.A.1.15.3	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A2U6|3.A.1.15.3	26.667	8.95e-09	52	79	BJKHBEAE_03421 Inner membrane ABC transporter ATP-binding protein YddA	378	545	transporter
gnl|TC-DB|P0A2U6|3.A.1.15.3	3.A.1.15.3	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A2U6|3.A.1.15.3	22.816	2.15e-08	50.4	79	BJKHBEAE_02910 Putrescine export system ATP-binding protein SapF	33	220	transporter
gnl|TC-DB|P0A2U6|3.A.1.15.3	3.A.1.15.3	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A2U6|3.A.1.15.3	23.618	2.8e-07	47.8	78	BJKHBEAE_00516 Glutathione/L-cysteine transport system ATP-binding/permease protein CydD	369	550	transporter
gnl|TC-DB|P0A2U6|3.A.1.15.3	3.A.1.15.3	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A2U6|3.A.1.15.3	21.074	3.53e-07	47.4	92	BJKHBEAE_02514 multidrug efflux ABC transporter permease/ATP-binding subunit SmdA	337	563	transporter
gnl|TC-DB|P0A2U6|3.A.1.15.3	3.A.1.15.3	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A2U6|3.A.1.15.3	24.747	4.82e-07	46.6	83	BJKHBEAE_00638 Vitamin B12 import ATP-binding protein BtuD	17	206	transporter
gnl|TC-DB|P0A2U6|3.A.1.15.3	3.A.1.15.3	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A2U6|3.A.1.15.3	25.758	5.18e-06	43.1	78	BJKHBEAE_00279 Vitamin B12 import ATP-binding protein BtuD	23	202	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	34.177	2.29e-32	117	78	BJKHBEAE_02188 Fe(3+) dicitrate transport ATP-binding protein FecE	3	235	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	34.177	2.29e-32	117	78	BJKHBEAE_02188 Fe(3+) dicitrate transport ATP-binding protein FecE	3	235	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	34.177	2.29e-32	117	78	BJKHBEAE_02188 Fe(3+) dicitrate transport ATP-binding protein FecE	3	235	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	28.692	4.95e-28	106	78	BJKHBEAE_03192 Ferric enterobactin transport ATP-binding protein FepC	22	242	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	28.692	4.95e-28	106	78	BJKHBEAE_03192 Ferric enterobactin transport ATP-binding protein FepC	22	242	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	28.692	4.95e-28	106	78	BJKHBEAE_03192 Ferric enterobactin transport ATP-binding protein FepC	22	242	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	31.967	8.94e-28	105	80	BJKHBEAE_00130 Zinc import ATP-binding protein ZnuC	7	230	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	31.967	8.94e-28	105	80	BJKHBEAE_00130 Zinc import ATP-binding protein ZnuC	7	230	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	31.967	8.94e-28	105	80	BJKHBEAE_00130 Zinc import ATP-binding protein ZnuC	7	230	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	30.252	2.2e-27	104	76	BJKHBEAE_01642 Iron(3+)-hydroxamate import ATP-binding protein FhuC	23	254	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	30.252	2.2e-27	104	76	BJKHBEAE_01642 Iron(3+)-hydroxamate import ATP-binding protein FhuC	23	254	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	30.252	2.2e-27	104	76	BJKHBEAE_01642 Iron(3+)-hydroxamate import ATP-binding protein FhuC	23	254	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	31.441	2.51e-26	101	76	BJKHBEAE_02004 Lipopolysaccharide export system ATP-binding protein LptB	4	226	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	31.441	2.51e-26	101	76	BJKHBEAE_02004 Lipopolysaccharide export system ATP-binding protein LptB	4	226	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	31.441	2.51e-26	101	76	BJKHBEAE_02004 Lipopolysaccharide export system ATP-binding protein LptB	4	226	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	28.75	1e-18	80.9	78	BJKHBEAE_03885 Nickel import ATP-binding protein NikD	19	252	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	28.75	1e-18	80.9	78	BJKHBEAE_03885 Nickel import ATP-binding protein NikD	19	252	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	28.75	1e-18	80.9	78	BJKHBEAE_03885 Nickel import ATP-binding protein NikD	19	252	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	28.879	5.03e-18	80.1	77	BJKHBEAE_03972 Spermidine/putrescine import ATP-binding protein PotA	8	224	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	28.879	5.03e-18	80.1	77	BJKHBEAE_03972 Spermidine/putrescine import ATP-binding protein PotA	8	224	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	28.879	5.03e-18	80.1	77	BJKHBEAE_03972 Spermidine/putrescine import ATP-binding protein PotA	8	224	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	26.471	7.35e-17	75.5	75	BJKHBEAE_03909 Lipopolysaccharide export system ATP-binding protein LptB	3	239	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	26.471	7.35e-17	75.5	75	BJKHBEAE_03909 Lipopolysaccharide export system ATP-binding protein LptB	3	239	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	26.471	7.35e-17	75.5	75	BJKHBEAE_03909 Lipopolysaccharide export system ATP-binding protein LptB	3	239	transporter
gnl|TC-DB|Q56955|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56955|3.A.1.15.4	26.86	2.48e-16	74.3	80	BJKHBEAE_00129 High-affinity zinc uptake system membrane protein ZnuB	22	259	transporter
gnl|TC-DB|Q56955|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56955|3.A.1.15.4	26.86	2.48e-16	74.3	80	BJKHBEAE_00129 High-affinity zinc uptake system membrane protein ZnuB	22	259	transporter
gnl|TC-DB|Q56955|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56955|3.A.1.15.4	26.86	2.48e-16	74.3	80	BJKHBEAE_00129 High-affinity zinc uptake system membrane protein ZnuB	22	259	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	27.731	3.61e-16	73.6	75	BJKHBEAE_00279 Vitamin B12 import ATP-binding protein BtuD	20	241	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	27.731	3.61e-16	73.6	75	BJKHBEAE_00279 Vitamin B12 import ATP-binding protein BtuD	20	241	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	27.731	3.61e-16	73.6	75	BJKHBEAE_00279 Vitamin B12 import ATP-binding protein BtuD	20	241	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	26.122	2.9e-15	72.8	78	BJKHBEAE_00643 ABC transporter ATP-binding protein ModF	24	248	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	26.122	2.9e-15	72.8	78	BJKHBEAE_00643 ABC transporter ATP-binding protein ModF	24	248	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	26.122	2.9e-15	72.8	78	BJKHBEAE_00643 ABC transporter ATP-binding protein ModF	24	248	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	26.122	3.72e-15	72.4	75	BJKHBEAE_00574 Glutathione import ATP-binding protein GsiA	13	257	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	24.37	3.72e-15	72.4	76	BJKHBEAE_01775 Ribose import ATP-binding protein RbsA	268	495	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	26.122	3.72e-15	72.4	75	BJKHBEAE_00574 Glutathione import ATP-binding protein GsiA	13	257	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	24.37	3.72e-15	72.4	76	BJKHBEAE_01775 Ribose import ATP-binding protein RbsA	268	495	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	26.122	3.72e-15	72.4	75	BJKHBEAE_00574 Glutathione import ATP-binding protein GsiA	13	257	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	24.37	3.72e-15	72.4	76	BJKHBEAE_01775 Ribose import ATP-binding protein RbsA	268	495	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	26.201	1.05e-13	68.2	75	BJKHBEAE_02623 Galactose/methyl galactoside import ATP-binding protein MglA	25	247	transporter
gnl|TC-DB|Q56954|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56954|3.A.1.15.4	26.016	2.62e-14	68.2	82	BJKHBEAE_00129 High-affinity zinc uptake system membrane protein ZnuB	9	252	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	26.201	1.05e-13	68.2	75	BJKHBEAE_02623 Galactose/methyl galactoside import ATP-binding protein MglA	25	247	transporter
gnl|TC-DB|Q56954|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56954|3.A.1.15.4	26.016	2.62e-14	68.2	82	BJKHBEAE_00129 High-affinity zinc uptake system membrane protein ZnuB	9	252	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	26.201	1.05e-13	68.2	75	BJKHBEAE_02623 Galactose/methyl galactoside import ATP-binding protein MglA	25	247	transporter
gnl|TC-DB|Q56954|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56954|3.A.1.15.4	26.016	2.62e-14	68.2	82	BJKHBEAE_00129 High-affinity zinc uptake system membrane protein ZnuB	9	252	transporter
gnl|TC-DB|Q56952|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56952|3.A.1.15.4	22.709	9.63e-14	67.8	75	BJKHBEAE_00131 High-affinity zinc uptake system protein ZnuA	46	294	transporter
gnl|TC-DB|Q56952|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56952|3.A.1.15.4	22.709	9.63e-14	67.8	75	BJKHBEAE_00131 High-affinity zinc uptake system protein ZnuA	46	294	transporter
gnl|TC-DB|Q56952|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56952|3.A.1.15.4	22.709	9.63e-14	67.8	75	BJKHBEAE_00131 High-affinity zinc uptake system protein ZnuA	46	294	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	25.207	2.03e-13	67	77	BJKHBEAE_02026 Ribose import ATP-binding protein RbsA	267	499	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	25.207	2.03e-13	67	77	BJKHBEAE_02026 Ribose import ATP-binding protein RbsA	267	499	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	25.207	2.03e-13	67	77	BJKHBEAE_02026 Ribose import ATP-binding protein RbsA	267	499	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	23.333	5.11e-13	64.3	78	BJKHBEAE_00539 Arginine transport ATP-binding protein ArtP	10	242	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	23.333	5.11e-13	64.3	78	BJKHBEAE_00539 Arginine transport ATP-binding protein ArtP	10	242	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	23.333	5.11e-13	64.3	78	BJKHBEAE_00539 Arginine transport ATP-binding protein ArtP	10	242	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	28.099	4.99e-11	60.1	78	BJKHBEAE_04097 Ribosome-associated ATPase	1	233	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	28.099	4.99e-11	60.1	78	BJKHBEAE_04097 Ribosome-associated ATPase	1	233	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	28.099	4.99e-11	60.1	78	BJKHBEAE_04097 Ribosome-associated ATPase	1	233	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	25	1.22e-09	55.8	79	BJKHBEAE_00583 putative ATP-binding protein YbiT	315	530	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	25	1.22e-09	55.8	79	BJKHBEAE_00583 putative ATP-binding protein YbiT	315	530	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	25	1.22e-09	55.8	79	BJKHBEAE_00583 putative ATP-binding protein YbiT	315	530	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	Manganese	Mn2+	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q56953|3.A.1.15.4	26.21	1.12e-06	46.6	77	BJKHBEAE_00516 Glutathione/L-cysteine transport system ATP-binding/permease protein CydD	352	588	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe2+	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q56953|3.A.1.15.4	26.21	1.12e-06	46.6	77	BJKHBEAE_00516 Glutathione/L-cysteine transport system ATP-binding/permease protein CydD	352	588	transporter
gnl|TC-DB|Q56953|3.A.1.15.4	3.A.1.15.4	iron	Fe3+	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q56953|3.A.1.15.4	26.21	1.12e-06	46.6	77	BJKHBEAE_00516 Glutathione/L-cysteine transport system ATP-binding/permease protein CydD	352	588	transporter
gnl|TC-DB|P39172|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P39172|3.A.1.15.5	100	0	640	100	BJKHBEAE_00131 High-affinity zinc uptake system protein ZnuA	19	328	transporter
gnl|TC-DB|P39832|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P39832|3.A.1.15.5	100	0	506	100	BJKHBEAE_00129 High-affinity zinc uptake system membrane protein ZnuB	1	261	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	100	0	503	100	BJKHBEAE_00130 Zinc import ATP-binding protein ZnuC	1	251	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	32.759	2.63e-29	110	86	BJKHBEAE_04343 sn-glycerol-3-phosphate import ATP-binding protein UgpC	5	236	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	32.743	5.9e-28	106	82	BJKHBEAE_01285 Sulfate/thiosulfate import ATP-binding protein CysA	3	228	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	32.51	6.52e-27	101	83	BJKHBEAE_02188 Fe(3+) dicitrate transport ATP-binding protein FecE	6	247	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	32.579	4.34e-26	99.4	80	BJKHBEAE_02004 Lipopolysaccharide export system ATP-binding protein LptB	2	221	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	33.158	1.97e-23	95.9	95	BJKHBEAE_02754 putative ATP-binding protein YheS	312	497	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	29.787	8.54e-24	95.5	86	BJKHBEAE_01399 Spermidine/putrescine import ATP-binding protein PotA	14	247	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	32.766	9.87e-23	93.6	79	BJKHBEAE_02655 putative ABC transporter ATP-binding protein YejF	4	236	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	27.419	1.62e-23	92.8	85	BJKHBEAE_03909 Lipopolysaccharide export system ATP-binding protein LptB	5	251	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	26.891	1.47e-22	90.5	82	BJKHBEAE_01793 Phosphate-import ATP-binding protein PhnC	1	238	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	30.396	1.8e-22	90.1	80	BJKHBEAE_03192 Ferric enterobactin transport ATP-binding protein FepC	11	233	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	29.048	1.13e-21	89.4	78	BJKHBEAE_03972 Spermidine/putrescine import ATP-binding protein PotA	1	210	transporter
gnl|TC-DB|P0A9X1|3.A.1.15.5	3.A.1.15.5	Zinc	Zn2+	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|P0A9X1|3.A.1.15.5	30	1.25e-20	86.7	85	BJKHBEAE_01718 Maltose/maltodextrin import ATP-binding protein MalK	4	233	transporter
