# gapseq version: 2.1.0 53f3b612
# Sequence DB version: 1.5 (Bacteria, 2026-05-29)
# genome_format=prot;taxonomy=Bacteria;ORF_coverage=33.25;gram=neg
pathway	rxn	name	ec	keyrea	is_complex	subunit_count	subunits	complex	file	dbhit	spont	type	src	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	exception	status	subunits_found	subunit_undefined_found	complex.status	pathway.status
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	32.806	1.1e-35	125	98	BJKHBEAE_03499 putative oxidoreductase YghA	50	290	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	sp|H9XP47|MBDH_SERMA	28.689	5.96e-35	122	96	BJKHBEAE_01366 3-oxoacyl-[acyl-carrier-protein] reductase FabG	1	240	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	31.746	3.46e-32	115	97	BJKHBEAE_02773 5-keto-D-gluconate 5-reductase	13	251	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	31.765	2.78e-28	105	98	BJKHBEAE_00825 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	19	259	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	29.249	2.8e-27	102	97	BJKHBEAE_02789 Cyclic-di-GMP-binding biofilm dispersal mediator protein	7	233	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	sp|H9XP47|MBDH_SERMA	32.411	4.98e-27	102	96	BJKHBEAE_03184 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	1	245	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	32.432	5.62e-26	99.4	97	BJKHBEAE_02364 putative oxidoreductase YgfF	3	246	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	sp|H9XP47|MBDH_SERMA	28.279	3.05e-25	97.4	96	BJKHBEAE_00373 7alpha-hydroxysteroid dehydrogenase	7	249	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rev/1.1.1.76.fasta	rxn01686 rxn02632	FALSE	EC	rev	UniRef90_Q9ZNN8	31.008	2.86e-23	92.4	98	BJKHBEAE_00755 Sorbitol-6-phosphate 2-dehydrogenase	1	255	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	sp|H9XP47|MBDH_SERMA	24.4	2.13e-11	59.3	95	BJKHBEAE_02932 putative oxidoreductase YciK	10	245	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	24.895	6.57e-11	57.8	91	BJKHBEAE_03378 NADP-dependent 3-hydroxy acid dehydrogenase YdfG	2	221	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	sp|H9XP47|MBDH_SERMA	24.554	1.33e-09	54.3	87	BJKHBEAE_01163 3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase	4	220	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	23.5	3.2e-09	53.1	76	BJKHBEAE_02558 NADPH-dependent 3-dehydrocapnine reductase	1	188	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	sp|H9XP47|MBDH_SERMA	25.523	4.06e-07	46.6	93	BJKHBEAE_00387 Dihydromonapterin reductase	9	236	0	bad_blast				
PWY-6388	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	sp|H9XP47|MBDH_SERMA	25.591	2.29e-06	44.7	94	BJKHBEAE_02911 Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	7	250	0	bad_blast				
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 1	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P00894	100	1.59e-116	323	100	BJKHBEAE_01572 Acetolactate synthase isozyme 3 small subunit	1	163	0	good_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 1	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P0ADF8	100	1.18e-69	199	100	BJKHBEAE_02106 Acetolactate synthase isozyme 1 small subunit	1	96	0	bad_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 1	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P0ADG1	100	4.62e-61	177	100	BJKHBEAE_03045 Acetolactate synthase isozyme 2 small subunit	1	87	0	bad_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 1	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_Q59499	27.857	1.4	26.2	75	BJKHBEAE_03667 Putative type II secretion system protein K	46	159	0	bad_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 1	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P0ADF8	24.706	0.85	25.4	82	BJKHBEAE_02127 Bifunctional (p)ppGpp synthase/hydrolase SpoT	621	702	0	bad_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 1	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_O85294	15.753	6.8	23.9	84	BJKHBEAE_02200 HTH-type transcriptional regulator KdgR	103	245	0	bad_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 3	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P00893	100	0	1189	100	BJKHBEAE_01571 Acetolactate synthase isozyme 3 large subunit	1	574	0	good_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 3	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P08142	100	0	1156	100	BJKHBEAE_02105 Acetolactate synthase isozyme 1 large subunit	1	562	0	good_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 3	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P42463	38.652	5.06e-120	366	87	BJKHBEAE_03840 Glyoxylate carboligase	3	555	0	good_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 3	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P37251	29.412	1.82e-66	223	94	BJKHBEAE_00532 Pyruvate dehydrogenase [ubiquinone]	6	535	0	good_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 3	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P9WG39	30.576	4.03e-57	197	98	BJKHBEAE_00931 Oxalyl-CoA decarboxylase	1	545	0	bad_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit 3	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P45261	18.788	0.00055	39.7	82	BJKHBEAE_01041 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	11	470	0	bad_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit undefined	rxn/ACETOLACTSYN-RXN.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	metacyc	rxn	tr|Q0KCU4|Q0KCU4_CUPNH	57.746	0	689	96	BJKHBEAE_01571 Acetolactate synthase isozyme 3 large subunit	2	568	0	good_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit undefined	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P27868	43.945	1.88e-157	459	98	BJKHBEAE_02105 Acetolactate synthase isozyme 1 large subunit	11	561	0	good_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit undefined	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_O33112	35.676	1.22e-107	334	87	BJKHBEAE_03840 Glyoxylate carboligase	3	555	0	good_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit undefined	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P27868	28.673	2.11e-61	210	96	BJKHBEAE_00532 Pyruvate dehydrogenase [ubiquinone]	1	535	0	good_blast	2	TRUE	1	full
PWY-6389	ACETOLACTSYN-RXN	acetolactate synthase	2.2.1.6	FALSE	TRUE	2	Subunit 1,Subunit 3,Subunit undefined	Subunit undefined	rev/2.2.1.6.fasta	rxn00003 rxn00011 rxn02185 rxn03194 rxn08043 rxn15021 rxn15491 rxn27664 rxn32060 rxn33164 rxn33391 rxn33933	FALSE	EC	rev	UniRef90_P27868	28.313	2.13e-48	174	84	BJKHBEAE_00931 Oxalyl-CoA decarboxylase	1	475	0	bad_blast	2	TRUE	1	full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rxn/RXN-11032.fasta	rxn01685	FALSE	metacyc	rxn	sp|P37440|UCPA_ECOLI	100	0	533	100	BJKHBEAE_01281 Oxidoreductase UcpA	1	263	0	good_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rxn/RXN-11032.fasta	rxn01685	FALSE	metacyc	rxn	sp|P37440|UCPA_ECOLI	35.458	3.15e-46	152	95	BJKHBEAE_01366 3-oxoacyl-[acyl-carrier-protein] reductase FabG	2	240	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rev/1.1.1.304.fasta	rxn01685	FALSE	EC	rev	UniRef90_Q9ZNN8	36.293	4.33e-40	136	100	BJKHBEAE_02612 putative oxidoreductase YohF	1	247	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rev/1.1.1.304.fasta	rxn01685	FALSE	EC	rev	UniRef90_Q5HKG6	35.409	6.79e-40	135	99	BJKHBEAE_00893 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	11	253	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rxn/RXN-11032.fasta	rxn01685	FALSE	metacyc	rxn	sp|P37440|UCPA_ECOLI	34.4	6.86e-39	133	95	BJKHBEAE_02773 5-keto-D-gluconate 5-reductase	7	249	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rxn/RXN-11032.fasta	rxn01685	FALSE	metacyc	rxn	sp|P37440|UCPA_ECOLI	32.932	1.93e-37	130	95	BJKHBEAE_00825 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	16	257	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rev/1.1.1.304.fasta	rxn01685	FALSE	EC	rev	UniRef90_Q9ZNN8	32.806	1.03e-34	123	98	BJKHBEAE_03499 putative oxidoreductase YghA	50	290	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rev/1.1.1.304.fasta	rxn01685	FALSE	EC	rev	UniRef90_Q48436	35.271	2.4e-34	121	97	BJKHBEAE_02364 putative oxidoreductase YgfF	3	246	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rxn/RXN-11032.fasta	rxn01685	FALSE	metacyc	rxn	sp|P37440|UCPA_ECOLI	31.783	2.3e-32	116	96	BJKHBEAE_03184 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	3	246	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rev/1.1.1.304.fasta	rxn01685	FALSE	EC	rev	UniRef90_Q48436	31.128	7.14e-32	115	99	BJKHBEAE_00755 Sorbitol-6-phosphate 2-dehydrogenase	1	257	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rxn/RXN-11032.fasta	rxn01685	FALSE	metacyc	rxn	sp|P37440|UCPA_ECOLI	33.858	8.04e-32	114	95	BJKHBEAE_02789 Cyclic-di-GMP-binding biofilm dispersal mediator protein	1	233	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rev/1.1.1.304.fasta	rxn01685	FALSE	EC	rev	UniRef90_Q48436	31.518	4.81e-28	105	98	BJKHBEAE_00373 7alpha-hydroxysteroid dehydrogenase	12	251	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rxn/RXN-11032.fasta	rxn01685	FALSE	metacyc	rxn	sp|P37440|UCPA_ECOLI	30.846	7.74e-18	77.8	76	BJKHBEAE_02558 NADPH-dependent 3-dehydrocapnine reductase	3	195	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rxn/RXN-11032.fasta	rxn01685	FALSE	metacyc	rxn	sp|P37440|UCPA_ECOLI	30.12	4.47e-15	69.7	92	BJKHBEAE_02932 putative oxidoreductase YciK	10	237	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rev/1.1.1.304.fasta	rxn01685	FALSE	EC	rev	UniRef90_Q8CQD2	26.068	1.18e-13	65.9	90	BJKHBEAE_03378 NADP-dependent 3-hydroxy acid dehydrogenase YdfG	4	221	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rxn/RXN-11032.fasta	rxn01685	FALSE	metacyc	rxn	sp|P37440|UCPA_ECOLI	26.236	7.53e-12	60.8	97	BJKHBEAE_02911 Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	1	253	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rev/1.1.1.304.fasta	rxn01685	FALSE	EC	rev	UniRef90_Q5HJP2	26.236	2.04e-11	59.7	99	BJKHBEAE_01163 3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase	5	259	0	bad_blast				full
PWY-6389	RXN-11032	[(S)-acetoin forming]-diacetyl reductase	1.1.1.304	TRUE	FALSE		NA		rev/1.1.1.304.fasta	rxn01685	FALSE	EC	rev	UniRef90_Q48436	27.734	4.03e-08	49.7	96	BJKHBEAE_00387 Dihydromonapterin reductase	10	236	0	bad_blast				full
PWY-6389	RXN-6081	RXN-6081		FALSE	FALSE						TRUE											0	spontaneous				full
PWY-6390	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	sp|H9XP47|MBDH_SERMA	37.154	2.59e-43	144	96	BJKHBEAE_01281 Oxidoreductase UcpA	3	254	0	bad_blast				
PWY-6390	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	36.68	3.51e-41	139	100	BJKHBEAE_02612 putative oxidoreductase YohF	1	247	0	bad_blast				
PWY-6390	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	35.039	2.79e-40	137	98	BJKHBEAE_00893 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	11	251	0	bad_blast				
PWY-6390	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	32.806	1.1e-35	125	98	BJKHBEAE_03499 putative oxidoreductase YghA	50	290	0	bad_blast				
PWY-6390	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	sp|H9XP47|MBDH_SERMA	28.689	5.96e-35	122	96	BJKHBEAE_01366 3-oxoacyl-[acyl-carrier-protein] reductase FabG	1	240	0	bad_blast				
PWY-6390	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	31.746	3.46e-32	115	97	BJKHBEAE_02773 5-keto-D-gluconate 5-reductase	13	251	0	bad_blast				
PWY-6390	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	31.765	2.78e-28	105	98	BJKHBEAE_00825 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	19	259	0	bad_blast				
PWY-6390	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	29.249	2.8e-27	102	97	BJKHBEAE_02789 Cyclic-di-GMP-binding biofilm dispersal mediator protein	7	233	0	bad_blast				
PWY-6390	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	sp|H9XP47|MBDH_SERMA	32.411	4.98e-27	102	96	BJKHBEAE_03184 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	1	245	0	bad_blast				
PWY-6390	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	tr|Q8NMA4|Q8NMA4_CORGL	32.432	5.62e-26	99.4	97	BJKHBEAE_02364 putative oxidoreductase YgfF	3	246	0	bad_blast				
PWY-6390	SS-BUTANEDIOL-DEHYDROGENASE-RXN	[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase	1.1.1.76	FALSE	FALSE		NA		rxn/SS-BUTANEDIOL-DEHYDROGENASE-RXN.fasta	rxn01686 rxn02632	FALSE	metacyc	rxn	sp|H9XP47|MBDH_SERMA	28.279	3.05e-25	97.4	96	BJKHBEAE_00373 7alpha-hydroxysteroid dehydrogenase	7	249	0	bad_blast				
